WHO_region	Country	ISO3	Date_report	Date_report_start	Date_report_end	Date_sequence_start	Date_sequence_end	New_b117	Cumu_b117	Prop_b117	New_b117k	Cumu_b117k	Prop_b117k	New_b1351	Cumu_b1351	Prop_b1351	New_p1	Cumu_p1	Prop_p1	New_b16172	Cumu_b16172	Prop_b16172	New_sequenced	Cumu_sequenced	link1
EUR	Luxembourg	LUX	2021/6/23			2021/6/7	2021/6/13	52	6460	50.49				1	1079	0.97	4	122	3.88	36	186	34.95	103		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/6/30			2021/6/14	2021/6/20	19	6696	29.69				1	1123	1.56	0	126	0	38	231	59.38	64		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/7/7			2021/6/21	2021/6/27	8	6882	10.13				2	1177	2.53	19	145	24.05	48	279	60.76	79		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/7/15			2021/6/28	2021/7/4	6	6904	1.11				2	1192	0.37	391	537	72.41	137	416	25.37	540		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/7/23			2021/7/5	2021/7/11	24	6952	4.14				1	1196	0.17	348	887	60	202	627	34.83	580		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/7/31			2021/7/12	2021/7/18	11	6963	2.32				0	1196	0	203	1090	42.74	209	836	44	475		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/8/6			2021/7/19	2021/7/25	6	6969	1.53				0	1196	0	71	1161	18.16	219	1055	56.01	391		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/8/13			2021/7/26	2021/8/1	2	6971	0.7				0	1196	0	41	1202	14.44	183	1238	64.44	284		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/8/20			2021/8/2	2021/8/8	0	6971	0				0	1196	0	8	1210	3.23	170	1408	68.55	248		https://lns.lu/departement/microbiologie/revilux/
EUR	Luxembourg	LUX	2021/8/29			2021/8/9	2021/8/15	0	6971	0				0	1196	0	5	1215	2.02	147	1555	82.58	178		
EUR	Luxembourg	LUX	2021/9/5			2021/8/16	2021/8/22	0	6971	0				0	1196	0	1	1216	0.4	186	1741	76.23	244		
EUR	Luxembourg	LUX	2021/9/12			2021/8/23	2021/8/29	0	6971	0				0	1196	0	0	1216	0	265	2006	98.15	270		
EUR	Luxembourg	LUX	2021/9/19			2021/8/30	2021/9/5	0	6971	0				0	1196	0	0	1216	0	293	2299	97.02	302		
EUR	Luxembourg	LUX	2021/9/26			2021/9/6	2021/9/12	0	6971	0				0	1196	0	0	1216	0	288	2587	78.69	366		
EUR	Luxembourg	LUX	2021/10/3			2021/9/13	2021/9/19	0	6971	0				0	1196	0	0	1216	0	285	2872	79.17	360		
EUR	Luxembourg	LUX	2021/10/10			2021/9/20	2021/9/26	0	6971	0				0	1196	0	0	1216	0	298	3170	68.51	435		
EUR	Luxembourg	LUX	2021/10/17			2021/9/27	2021/10/3	0	6971	0				0	1196	0	0	1216	0	298	3468	83.01	359		
EUR	Luxembourg	LUX	2021/10/24			2021/10/4	2021/10/10	0	6971	0				0	1196	0	0	1216	0	318	3786	64.5	493		
EUR	Luxembourg	LUX	2021/10/31			2021/10/11	2021/10/17	0	6971	0				0	1196	0	0	1216	0	341	4127	78.57	434		
EUR	Luxembourg	LUX	2021/11/5			2021/10/18	2021/10/24	0	6971	0				0	1196	0	0	1216	0	373	4500	61.05	611		
EUR	Netherlands	NLD	2021/6/8				2020/11/29		36						0			0			0				https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2020/11/30	2020/12/6	1	37					0	0		0	0		0	0		77		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2020/12/7	2020/12/13	1	38					0	0		0	0		0	0		127		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2020/12/14	2020/12/20	1	39					0	0		0	0		0	0		203		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2020/12/21	2020/12/27	5	44					1	1		0	0		0	0		257		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2020/12/28	2021/1/3	9	53					1	2		0	0		0	0		209		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/1/4	2021/1/10	45	98					0	2		0	0		0	0		357		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/1/11	2021/1/17	61	159					3	5		0	0		0	0		303		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/1/18	2021/1/24	157	316					3	8		0	0		0	0		645		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/1/25	2021/1/31	226	542					14	22		1	1		0	0		837		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/2/1	2021/2/7	289	831					20	42		0	1		0	0		902		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/2/8	2021/2/14	399	1230					31	73		0	1		0	0		964		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/2/15	2021/2/21	654	1884					32	105		1	2		0	0		1041		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/2/22	2021/2/28	794	2678					19	124		3	5		0	0		1037		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/3/1	2021/3/7	1261	3939					25	149		10	15		0	0		1516		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/3/8	2021/3/14	1719	5658					55	204		13	28		0	0		1974		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/3/15	2021/3/21	1396	7054					55	259		20	48		0	0		1563		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/3/22	2021/3/28	1492	8546					39	298		22	70		0	0		1600		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/3/29	2021/4/4	1615	10161					40	338		12	82		0	0		1710		https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/4/5	2021/4/11	1429	11591					26	367		22	114		0	0		1507	16829	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/4/12	2021/4/18	1565	13162					19	386		21	135		1	1		1620	18449	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/4/19	2021/4/25	1459	14773					18	406		27	163		1	2		1518	20117	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/4/26	2021/5/2	1692	16469					8	414		28	191		5	7		1742	21859	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/5/3	2021/5/9	1627	18098					12	426		35	226		1	8		1681	23486	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/5/10	2021/5/16	1586	19720					8	432		32	257		10	19		1644	25192	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/8			2021/5/17	2021/5/23	1318	21065					3	435		33	290		9	40		1372	26599	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/22			2021/5/24	2021/5/30	1270	22271					3	441		16	306		22	51		1322	27901	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/6/22			2021/5/31	2021/6/6	1151	23171					0	436		21	327		44	95		1235	29136	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/2			2021/6/7	2021/6/13	1076	24112					1	436		14	336		109	200		1224	30275	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/2			2021/6/14	2021/6/20	738	24856					1	437		16	352		240	439		1038	31312	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/15			2021/6/21	2021/6/27	381	25238					1	438		7	359		275	714		679	31991	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/23			2021/6/28	2021/7/4	271	24858					1	439		3	352		628	1342		926	32917	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/23			2021/7/5	2021/7/11	338	25196					0	439		3	355		2093	3435		2452	35369	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/7/30			2021/7/12	2021/7/18	172	25368					0	439		2	357		2038	5473		2236	37605	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/8/6			2021/7/19	2021/7/25	85	25453					0	439		4	361		2031	7504		2121	39726	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/8/13			2021/7/26	2021/8/1	52	25505					0	439		2	363		1676	9180		1733	41459	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/8/24			2021/8/2	2021/8/8	19	25524					0	439		1	364		1431	10611		1452	42911	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/8/31			2021/8/9	2021/8/15	32	25556					0	439		0	374		1336	11947		1369	44280	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/9/4			2021/8/16	2021/8/22	5	26260					0	439		2	377		1476	13922		1483	46240	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/9/10			2021/8/23	2021/8/29	3	26263					0	439		1	378		783	14705		783	47023	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/9/16			2021/8/30	2021/9/5	3	26266					0	439		0	378		1349	16054		1349	48372	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/9/22			2021/9/6	2021/9/12	2	26268					0	439		1	379		1150	17204		1151	49523	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/9/28			2021/9/13	2021/9/19	1	26269					0	439		0	379		1359	18563		1361	50884	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/10/4			2021/9/20	2021/9/26	0	26269					0	439		0	379		1449	20012		1450	52334	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/10/10			2021/9/27	2021/10/3	1	26270					0	439		0	379		1435	21447		1438	53772	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/10/16			2021/10/4	2021/10/10	0	26270					0	439		0	379		1480	22927		1483	55255	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/10/22			2021/10/11	2021/10/17	0	26270					0	439		0	379		1659	24586		1664	56919	https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Netherlands	NLD	2021/11/3			2021/10/25	2021/10/31		26497						442			383			29176				https://www.rivm.nl/en/coronavirus-covid-19/virus-sars-cov-2/variants
EUR	Ireland	IRL	2021/6/15			2020/12/13	2020/12/20	4	4	6.57				0	0	0	0	0	0	0	0	0	56	56	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2020/12/21	2020/12/27	10	14	64.76				3	3	18.23	0	0	0	0	0	0	16	72	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2020/12/28	2021/1/3	45	59	42.91				3	6	2.75	0	0	0	0	0	0	105	177	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/1/4	2021/1/10	52	111	54.32				2	8	1.98	0	0	0	0	0	0	95	272	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/1/11	2021/1/17	149	260	54.63				2	10	0.69	0	0	0	0	0	0	274	546	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/1/18	2021/1/24	143	403	69.26				1	11	0.43	0	0	0	0	0	0	206	752	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/1/25	2021/1/31	267	670	74.85				0	11	0	0	0	0	0	0	0	357	1109	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/2/1	2021/2/7	582	1252	84.1				1	12	0.13	2	2	0.28	0	0	0	692	1801	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/2/8	2021/2/14	754	2006	86.65				3	15	0.35	2	4	0.22	0	0	0	870	2671	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/2/15	2021/2/21	487	2494	88.76				5	20	0.92	2	6	0.36	0	0	0	549	3220	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/2/22	2021/2/28	863	3357	92.66				10	30	1.09	1	7	0.11	0	0	0	932	4152	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/3/1	2021/3/7	701	4058	95.86				1	31	0.12	4	11	0.55	0	0	0	731	4883	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/3/8	2021/3/14	748	4806	96.19				8	39	1.05	1	12	0.13	0	0	0	777	5660	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/3/15	2021/3/21	865	5671	94.88				18	57	2.03	9	21	0.99	0	0	0	912	6572	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/3/22	2021/3/28	749	6420	94.71				5	62	0.64	4	25	0.51	0	0	0	791	7363	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/3/29	2021/4/4	517	6937	97.35				3	65	0.57	0	25	0.02	0	0	0	531	7895	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/4/5	2021/4/11	600	7537	91.18				6	71	0.92	2	27	0.3	2	2	0.27	658	8553	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/4/12	2021/4/18	670	8207	92.8				1	72	0.12	1	28	0.14	8	10	1.09	722	9274	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/4/19	2021/4/25	759	8966	92.49				0	72	0	0	28	0	21	31	2.56	821	10095	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/4/26	2021/5/2	880	9846	87.73				0	72	0	0	28	0	33	64	3.29	1003	11098	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/5/3	2021/5/9	925	10771	89.7				0	72	0	0	28	0	32	96	3.1	1031	12129	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/5/10	2021/5/16	752	11523	91.43				0	72	0	0	28	0	18	114	2.19	822	12951	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/5/17	2021/5/23	1216	12738	92.66				0	72	0	0	28	0	21	135	1.6	1312	14263	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/15			2021/5/24	2021/5/30	967	13706	91.6				0	72	0	1	29	0.09	30	165	2.84	1056	15319	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/6/29			2021/5/31	2021/6/6	516	14222	87.02				0	72	0	0	29	0	43	208	7.25	593	15912	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/9			2021/6/7	2021/6/13	603	14825	86.27				0	72	0	0	29	0	58	266	8.3	699	16611	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/9			2021/6/14	2021/6/20	565	15390	65.77				0	72	0	0	29	0	278	544	32.36	859	17470	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/9			2021/6/21	2021/6/27	287	15677	41.12				0	72	0	0	29	0	425	969	60.89	698	18168	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/20			2021/6/28	2021/7/4	84	15761	15.58				0	72	0	0	29	0	450	1419	83.49	539	18707	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/30			2021/7/5	2021/7/11	109	15870	8.9				0	74	0	0	30	0	1098	2517	89.63	1225	19932	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/7/30			2021/7/12	2021/7/18	62	15932	2.08				0	74	0	0	30	0	1277	3794	94.8	1347	21279	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/8/20			2021/7/19	2021/7/25	28	15960	1.75				3	77	0.23	0	30	0	1276	5070	96.96	1316	22595	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/8/20			2021/7/26	2021/8/1	23	15983	1.38				0	77	0	0	30	0	1643	6713	98.38	1670	24265	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/8/20			2021/8/2	2021/8/8	11	15994	0.71				0	77	0	0	30	0	1532	8245	98.39	1557	25822	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/8/31			2021/8/9	2021/8/15	0	15994	0				0	77	0	NA	31		1214	9459	98.86	1228	27050	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/8/31			2021/8/16	2021/8/22	0	15994	0				0	77	0	NA	31		1601	11060	99.5	1609	25473	https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/8/23	2021/8/29	-	-					0	77		-	-		913	11973	100	913		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/8/30	2021/9/5	-	-					0	77		-	-		969	12942	100	969		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/9/6	2021/9/12	-	-					0	77		-	-		736	13678	100	736		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/9/13	2021/9/19	-	-					0	77		-	-		810	14488	100	810		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/9/20	2021/9/26	-	-					0	77		-	-		515	15003	100	515		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/10/12			2021/9/27	2021/10/3	-	16039					0	77		-	32		342	15345	100	342		https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	Ireland	IRL	2021/11/11			2020/12/13	2021/10/23		16053						77			33			18691				https://www.hpsc.ie/a-z/respiratory/coronavirus/novelcoronavirus/surveillance/summaryofcovid-19virusvariantsinireland/Virus%20Variants%20report.pdf
EUR	United Kingdom	GBR	2021/2/3						43434						147			0							twitter
EUR	United Kingdom	GBR	2021/2/8						51550			21			170			0							twitter
EUR	United Kingdom	GBR	2021/2/10					7529	59079		1	22		32	202		0	0							twitter
EUR	United Kingdom	GBR	2021/2/15					13114	72193		0	22		15	217		0	0							twitter
EUR	United Kingdom	GBR	2021/2/17					4010	76203		4	26		18	235		0	0							twitter
EUR	United Kingdom	GBR	2021/2/24					20423	96626		5	31		29	264		0	0							twitter
EUR	United Kingdom	GBR	2021/3/1					8802	105428		1	32		24	288		5	5							twitter
EUR	United Kingdom	GBR	2021/3/3					99535	108337		2	34		7	295		1	6							twitter
EUR	United Kingdom	GBR	2021/3/8					7221	115558		1	35		15	310		0	6							twitter
EUR	United Kingdom	GBR	2021/3/10					4225	119783		0	35		8	318		4	10							twitter
EUR	United Kingdom	GBR	2021/3/15					11432	131215		3	38		26	344		2	12							twitter
EUR	United Kingdom	GBR	2021/3/17					4702	135917		1	39		7	351		0	12							twitter
EUR	United Kingdom	GBR	2021/3/22	2021/3/18	2021/3/22	2021/3/11	2021/3/17	6368	142285					-81	270		-2	10		0	0				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/3/24	2021/3/23	2021/3/24	2021/3/18	2021/3/24	13244	155529					35	305		11	21		0	0				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data#variants-of-concern-or-under-investigation-data-up-to-15-march-2021
EUR	United Kingdom	GBR	2021/3/31	2021/3/25	2021/3/31	2021/3/25	2021/3/31	17513	173042					154	459		10	31		0	0				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/4/7	2021/4/1	2021/4/7	2021/4/1	2021/4/7	20273	193315		0	43		74	533		4	35		0	0				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/4/14	2021/4/8	2021/4/14	2021/4/8	2021/4/14	16177	209492		0	43		67	600		5	40		77	77				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/4/21	2021/4/15	2021/4/21	2021/4/15	2021/4/21	8677	218169		0	43		70	670		20	60		55	132				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/4/28	2021/4/22	2021/4/28	2021/4/22	2021/4/28	8466	226635		0	43		67	737		22	82		61	193				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
EUR	United Kingdom	GBR	2021/5/5	2021/4/29	2021/5/5	2021/4/29	2021/5/5	6795	233430		0	43		45	782		12	94		318	520				https://www.gov.uk/government/publications/covid-19-variants-genomically-confirmed-case-numbers/variants-distribution-of-cases-data
