WHO_region	Country	ISO3	Date_report	Date_report_start	Date_report_end	Date_sequence_start	Date_sequence_end	New_b117	Cumu_b117	Prop_b117	New_b117k	Cumu_b117k	Prop_b117k	New_b1351	Cumu_b1351	Prop_b1351	New_p1	Cumu_p1	Prop_p1	New_b16172	Cumu_b16172	Prop_b16172	New_sequenced	Cumu_sequenced	link1
AMR	Canada	CAN	2021/1/30	2021/1/30	2021/1/30			6	104					0	11		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/1/31	2021/1/31	2021/1/31			1	105					0	11		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/1	2021/2/1	2021/2/1			31	136					1	12		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/2	2021/2/2	2021/2/2			51	187					1	13		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/3	2021/2/3	2021/2/3			3	184					0	13		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/4	2021/2/4	2021/2/4			58	242					0	13		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/5	2021/2/5	2021/2/5			9	260					0	13		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/6	2021/2/6	2021/2/6			18	269					5	18		0	0		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/7	2021/2/7	2021/2/7			10	279					1	19		1	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/8	2021/2/8	2021/2/8			76	355					6	25		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/9	2021/2/9	2021/2/9			11	366					3	28		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/10	2021/2/10	2021/2/10			19	385					0	28		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/11	2021/2/11	2021/2/11			44	429					0	28		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/12	2021/2/12	2021/2/12			77	506					2	30		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/13	2021/2/13	2021/2/13			38	544					0	30		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/14	2021/2/14	2021/2/14			24	568					3	33		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/15	2021/2/15	2021/2/15			15	583					0	33		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/16	2021/2/16	2021/2/16			24	607					5	38		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/17	2021/2/17	2021/2/17			33	640					3	35		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/18	2021/2/18	2021/2/18			25	665					4	39		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/19	2021/2/19	2021/2/19			66	731					0	39		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/20	2021/2/20	2021/2/20			24	755					0	39		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/21	2021/2/21	2021/2/21			14	769					0	39		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/22	2021/2/22	2021/2/22			40	809					0	39		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/23	2021/2/23	2021/2/23			18	827					1	40		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/24	2021/2/24	2021/2/24			27	854					0	40		0	1		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/25	2021/2/25	2021/2/25			110	964					4	44		1	2		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/26	2021/2/26	2021/2/26			43	1007					4	48		0	2		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/27	2021/2/27	2021/2/27			61	1068					11	59		0	2		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/2/28	2021/2/28	2021/2/28			113	1181					40	99		1	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/1	2021/3/1	2021/3/1			145	1326					0	99		0	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/2	2021/3/2	2021/3/2			68	1394					9	108		0	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/3	2021/3/3	2021/3/3			43	1437					1	109		0	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/4	2021/3/4	2021/3/4			165	1602					10	119		0	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/5	2021/3/5	2021/3/5			233	1835					2	121		0	3		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/6	2021/3/6	2021/3/6			67	1902					0	121		5	8		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/7	2021/3/7	2021/3/7			2	1904					0	121		5	13		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/8	2021/3/8	2021/3/8			312	2216					15	136		4	17		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/9	2021/3/9	2021/3/9			263	2479					17	153		13	30		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/10	2021/3/10	2021/3/10			161	2640					54	207		2	32		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/11	2021/3/11	2021/3/11			88	2728					8	215		11	43		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/12	2021/3/12	2021/3/12			139	2867					2	217		6	49		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/13	2021/3/13	2021/3/13			89	2956					1	218		0	49		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/14	2021/3/14	2021/3/14			75	3031					2	220		2	51		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/15	2021/3/15	2021/3/15			304	3335					5	225		7	58		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/16	2021/3/16	2021/3/16			442	3777					13	238		13	71		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/17	2021/3/17	2021/3/17			169	3946					2	240		0	71		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/18	2021/3/18	2021/3/18			223	4169					1	241		18	89		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/19	2021/3/19	2021/3/19			242	4411					3	244		14	103		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/20	2021/3/20	2021/3/20			155	4566					1	243		0	103		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/21	2021/3/21	2021/3/21			241	4807					0	243		1	104		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/22	2021/3/22	2021/3/22			309	5116					2	245		20	124		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/23	2021/3/23	2021/3/23			696	5812					2	247		28	152		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/24	2021/3/24	2021/3/24			271	6083					5	252		40	192		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/25	2021/3/25	2021/3/25			550	6633					5	257		44	236		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/26	2021/3/26	2021/3/26			519	7152					9	266		27	263		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/27	2021/3/27	2021/3/27			258	7410					3	269		3	266		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/28	2021/3/28	2021/3/28			338	7748					0	269		6	272		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/29	2021/3/29	2021/3/29			633	8381					1	270		86	358		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/30	2021/3/30	2021/3/30			1080	9461					35	305		109	467		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/3/31	2021/3/31	2021/3/31			538	9999					8	313		2	469		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/1	2021/4/1	2021/4/1			858	10857					0	313		14	483		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/2	2021/4/2	2021/4/2			557	11414					22	335		0	483		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/3	2021/4/3	2021/4/3			20	11434					0	335		6	489		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/4	2021/4/4	2021/4/4			74	11508					1	336		1	490		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/5	2021/4/5	2021/4/5			2508	14016					1	337		367	857		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/6	2021/4/6	2021/4/6			777	14793					0	337		143	1000		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/7	2021/4/7	2021/4/7			718	15511					5	342		23	1023		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/8	2021/4/8	2021/4/8			8100	23611					3	345		16	1039		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/9	2021/4/9	2021/4/9			2808	26419					5	350		93	1132		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/10	2021/4/10	2021/4/10			3053	29472					2	352		59	1191		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/11	2021/4/11	2021/4/11			2095	31567					2	354		21	1212		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/12	2021/4/12	2021/4/12			2837	34404					11	365		10	1222		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/13	2021/4/13	2021/4/13			5259	39663					10	375		558	1780		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/14	2021/4/14	2021/4/14			4803	44466					5	380		70	1850		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/15	2021/4/15	2021/4/15			4906	49372					16	396		35	1885		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/16	2021/4/16	2021/4/16			4613	53985					11	407		290	2175		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/17	2021/4/17	2021/4/17			3118	57103					4	411		20	2195		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/18	2021/4/18	2021/4/18			2810	59913					4	415		1	2196		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/19	2021/4/19	2021/4/19			3681	63594					0	415		88	2284		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/20	2021/4/20	2021/4/20			3824	67418					6	421		188	2472		0	0				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/21	2021/4/21	2021/4/21			4084	71502					18	439		79	2551		1	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/22	2021/4/22	2021/4/22			3912	75414					24	463		302	2853		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/23	2021/4/23	2021/4/23			3921	79335					41	504		112	2965		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/24	2021/4/24	2021/4/24			4061	83396					21	525		92	3057		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/25	2021/4/25	2021/4/25			3543	86939					16	541		95	3152		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/26	2021/4/26	2021/4/26			3577	90516					0	541		29	3181		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/27	2021/4/27	2021/4/27			4103	94619					37	578		59	3240		0	1				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/28	2021/4/28	2021/4/28			4037	98656					32	610		143	3383		1	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/29	2021/4/29	2021/4/29			4004	102660					25	635		124	3507		0	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/4/30	2021/4/30	2021/4/30			4548	107208					34	669		209	3716		0	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/1	2021/5/1	2021/5/1			4947	112155					22	691		520	4236		0	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/2	2021/5/2	2021/5/2			3861	116016					22	713		233	4469		0	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/3	2021/5/3	2021/5/3			3263	119279					22	735		69	4538		0	2				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/4	2021/5/4	2021/5/4			4759	124038					17	752		544	5082		2	4				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/5	2021/5/5	2021/5/5			4410	128448					14	766		37	5119		0	4				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/6	2021/5/6	2021/5/6			3408	131856					18	784		147	5266		0	4				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/7	2021/5/7	2021/5/7			4385	136241					58	842		56	5322		4	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/8	2021/5/8	2021/5/8			3259	139500					28	870		191	5513		0	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/9	2021/5/9	2021/5/9			2600	142100					6	876		67	5580		0	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/10	2021/5/10	2021/5/10			2117	144217					111	987		349	5929		0	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/11	2021/5/11	2021/5/11			3531	147748					63	1050		143	6072		0	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/12	2021/5/12	2021/5/12			3565	151313					39	1089		101	6173		0	8				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/13	2021/5/13	2021/5/13			5729	157042					64	1153		2443	8616		350	358				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/14	2021/5/14	2021/5/14			3812	160854					48	1201		170	8786		5	363				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/15	2021/5/15	2021/5/15			3028	163882					41	1242		175	8961		0	363				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/16	2021/5/16	2021/5/16			1548	165430					52	1294		130	9091		7	370				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/17	2021/5/17	2021/5/17			1649	167079					2	1296		43	9134		0	370				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/18	2021/5/18	2021/5/18			2441	169520					5	1301		59	9193		15	385				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/19	2021/5/19	2021/5/19			3374	172894					23	1324		81	9274		3	388				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/20	2021/5/20	2021/5/20			3372	176266					20	1344		643	9917		72	460				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/21	2021/5/21	2021/5/21			1832	178098					7	1351		83	10000		18	478				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/22	2021/5/22	2021/5/22			1284	179382					22	1373		94	10094		0	478				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/23	2021/5/23	2021/5/23			1847	181229					96	1469		223	10317		12	490				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/24	2021/5/24	2021/5/24			1409	182638					3	1472		49	10366		8	498				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/25	2021/5/25	2021/5/25			1701	184339					21	1493		108	10474		5	503				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/26	2021/5/26	2021/5/26			1733	186072					42	1535		110	10584		0	503				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/27	2021/5/27	2021/5/27			2497	188569					27	1562		866	11450		165	668				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/28	2021/5/28	2021/5/28			1259	189828					74	1636		75	11525		12	680				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/29	2021/5/29	2021/5/29			1597	191425					32	1668		227	11752		0	680				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/30	2021/5/30	2021/5/30			1045	192470					2	1670		47	11799		0	680				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/5/31	2021/5/31	2021/5/31			1156	193626					9	1679		9	11808		277	957				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/1	2021/6/1	2021/6/1			1131	194757					2	1681		63	11871		0	957				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/2	2021/6/2	2021/6/2			1603	196360					3	1684		88	11959		11	968				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/3	2021/6/3	2021/6/3			2561	198921					5	1689		1063	13022		278	1246				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/4	2021/6/4	2021/6/4			1520	200441					18	1707		81	13103		10	1256				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/5	2021/6/5	2021/6/5			1716	202157					63	1770		314	13417		43	1299				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/6	2021/6/6	2021/6/6			1166	203323					41	1811		495	13912		28	1327				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/7	2021/6/7	2021/6/7			818	204141					21	1832		251	14163		21	1348				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/8	2021/6/8	2021/6/8			1499	205640					6	1838		75	14238		91	1439				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/9	2021/6/9	2021/6/9			1247	206887					52	1890		114	14352		21	1460				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/10	2021/6/10	2021/6/10			1779	208666					5	1895		38	14390		15	1475				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
AMR	Canada	CAN	2021/6/11	2021/6/11	2021/6/11			2329	210995					7	1902		800	15190		180	1655				https://www.ctvnews.ca/health/coronavirus/tracking-variants-of-the-novel-coronavirus-in-canada-1.5296141
